Filename	Shot Date	Category	Keywords
DSC02104.JPG	2005-01-15 18:25:28	memory	미사리
DSC02115.JPG	2005-01-15 20:51:03	memory	미사리
DSC02133.JPG	2005-01-20 17:40:47	memory	강화도
DSC02141.JPG	2005-01-20 17:43:39	memory	강화도
DSC02142.JPG	2005-01-20 17:44:34	memory	강화도
DSC02168.JPG	2005-01-20 17:50:51	memory	강화도
DSC02190.JPG	2005-01-25 10:38:48	memory	동문
DSC02277.JPG	2005-02-16 13:06:08	memory	윤섭고교졸업
DSC02280.JPG	2005-02-16 13:07:25	memory	윤섭고교졸업
DSC02281.JPG	2005-02-16 13:07:58	memory	윤섭고교졸업
사진 115.jpg	2004-12-10 16:21:25	memory	어느산장
회전_DSC02042.JPG	2005-01-09 12:38:05	memory	정동진
회전_DSC02044.JPG	2005-01-09 13:29:45	memory	정동진
